FirstName,LastName,ExitDate,Supervisor,ADEmail,TerminationType,TerminationDescription,JobFunctionDescription,Employee ID
Jaylyn,Contreras,44969,Andrew Wright,jaylyn.contreras@bilearner.com,Retirement,Suddenly part eye bag.,Project Manager,2359
Brenna,York,44888,Deborah Wood,brenna.york@bilearner.com,Voluntary,Decide rich traditional house task road.,Engineer,2360
Braden,Wiggins,45113,Christine Randall,braden.wiggins@bilearner.com,Involuntary,Report provide home follow price.,Supervisor,2361
Nola,Bullock,44770,Debra Green,nola.bullock@bilearner.com,Involuntary,Building source bill true education form include.,Construction Manager,2362
Kaleigh,Keller,44829,Frances Olsen,kaleigh.keller@bilearner.com,Retirement,Least if civil partner court number song.,Foreman,2363
Timothy,Goodwin,44994,Tyler Galvan,timothy.goodwin@bilearner.com,Involuntary,Station today affect many know.,Technician,2365
Reese,Kennedy,44341,Terri Morris,reese.kennedy@bilearner.com,Retirement,Factor strategy defense citizen.,Engineer,2366
Mariam,Doyle,44723,John Hurst,mariam.doyle@bilearner.com,Resignation,Soon walk early star.,Foreman,2367
Clinton,Brennan,44994,Kristi Lee,clinton.brennan@bilearner.com,Resignation,Like save Mr instead doctor traditional one.,Splicer,2368
Maximilian,Moyer,44814,Nicole Sosa,maximilian.moyer@bilearner.com,Retirement,Window paper dark power knowledge must current.,Engineer,2369
Salvador,Robinson,44529,Cynthia Nguyen,salvador.robinson@bilearner.com,Retirement,Most sport property respond.,Locator,2370
Junior,York,44536,Lisa Davis,junior.york@bilearner.com,Involuntary,Skin none party discover fact low buy ok.,Driller,2372
Marilyn,Wiley,44716,Erica Allen,marilyn.wiley@bilearner.com,Resignation,Thought official else loss admit threat treat.,Foreman,2373
Selena,Hebert,44617,Michael Lucas,selena.hebert@bilearner.com,Retirement,Industry majority population final. Bit go deal.,Laborer,2374
Erica,Sloan,45080,Jamie Simon,erica.sloan@bilearner.com,Involuntary,Move story heavy list image arrive today.,Technician,2376
Carolyn,Sosa,44188,Jennifer Krause,carolyn.sosa@bilearner.com,Resignation,Only subject throw conference official.,Technician,2379
German,Higgins,45118,Heidi Martin,german.higgins@bilearner.com,Retirement,Attack result fly Republican.,Laborer,2380
Davion,Friedman,45135,Mark Wood,davion.friedman@bilearner.com,Involuntary,Light free he rest thought.,Laborer,2382
Matthias,Dunlap,44855,Kimberly Moore,matthias.dunlap@bilearner.com,Resignation,East crime wind subject because.,Foreman,2384
Gretchen,Richards,44931,Brandi Lambert,gretchen.richards@bilearner.com,Resignation,Somebody air turn. Dark civil any serious.,Safety,2387
Keshawn,Singh,44369,Michelle Scott,keshawn.singh@bilearner.com,Resignation,Be there wide. Treatment blue learn choice.,Administrative,2389
Barrett,Obrien,44557,Lawrence Walsh,barrett.obrien@bilearner.com,Involuntary,Hair force rate state own lose administration.,Coordinator,2390
Gisselle,Villanueva,45059,Cassandra Snyder,gisselle.villanueva@bilearner.com,Resignation,Tough respond possible example.,Splicer,2391
Rhett,Holmes,44454,Michael Morse,rhett.holmes@bilearner.com,Involuntary,Line believe write might anything yet.,Engineer,2393
Harold,David,45100,Patty Boyd,harold.david@bilearner.com,Involuntary,Else condition director woman unit.,Laborer,2394
Reginald,Klein,44755,Gerald Carpenter,reginald.klein@bilearner.com,Resignation,Above difference event coach.,Engineer,2396
Marcos,Sloan,43584,Barry Powell,marcos.sloan@bilearner.com,Retirement,Husband should TV sport message friend history.,Laborer,2397
Davion,Hahn,44789,Angela Bailey,davion.hahn@bilearner.com,Resignation,Laugh step east degree. Visit get late along.,Foreman,2398
Brice,Phillips,45138,Brian Peters,brice.phillips@bilearner.com,Retirement,Else big job administration.,Driver,2399
Darien,Young,44936,Christopher Reid,darien.young@bilearner.com,Resignation,Sit energy consider voice director.,Technician,2401
Hayley,Chung,44826,Dawn Smith,hayley.chung@bilearner.com,Resignation,Rather event ground scientist change.,Supervisor,2402
Ellis,Maldonado,44771,Michael Hayes,ellis.maldonado@bilearner.com,Retirement,Each himself anything you.,Administrative,2403
Alena,Ibarra,43857,Brandy Coleman,alena.ibarra@bilearner.com,Voluntary,Into go between. Before number education fast.,Manager,2404
Emily,Davidson,44635,Jackie Walsh,emily.davidson@bilearner.com,Involuntary,Your never oil finally public major shake they.,Lineman,2405
Lamont,Prince,45030,Gary Gray,lamont.prince@bilearner.com,Involuntary,Throughout thank respond direction.,Clerk,2407
Frankie,Yang,45007,James Spears,frankie.yang@bilearner.com,Voluntary,Current voice question house.,Engineer,2412
Alexus,Greer,44843,Clayton Phillips,alexus.greer@bilearner.com,Resignation,Tree choose manager ask prove three.,Driver,2413
Raelynn,Lara,44796,Steven Drake,raelynn.lara@bilearner.com,Involuntary,Strategy kind particular unit need.,Technician,2415
Hayley,Webb,45137,Anna Love,hayley.webb@bilearner.com,Retirement,Me local somebody method away choose hit truth.,Program Manager,2417
Teagan,Rodriguez,45050,Sean Garcia,teagan.rodriguez@bilearner.com,Involuntary,Speak high idea reach both. Many policy rock six.,Manager,2418
Rigoberto,Gibson,44658,Joseph Parker,rigoberto.gibson@bilearner.com,Involuntary,Last conference eat store citizen.,Laborer,2422
Jonathon,Montes,44279,Joseph Krause,jonathon.montes@bilearner.com,Resignation,Author sure care fish.,Technician,2424
Alexzander,Guzman,45066,David Patel,alexzander.guzman@bilearner.com,Resignation,And even room after establish. Me single stage.,Driver,2425
Gunnar,Gray,45117,Johnny Hall,gunnar.gray@bilearner.com,Retirement,Scientist open would defense receive old.,Foreman,2426
Emilee,Thompson,43941,Mary Contreras,emilee.thompson@bilearner.com,Voluntary,Next explain account stay.,Top Hand,2427
Emmett,Chandler,44603,Pamela Shelton,emmett.chandler@bilearner.com,Voluntary,Price apply father morning population.,Shop,2428
Vincent,Ramsey,44014,Kristy Taylor,vincent.ramsey@bilearner.com,Involuntary,Condition control raise.,Laborer,2429
Dallas,Ross,44185,Gregory Myers,dallas.ross@bilearner.com,Voluntary,Production major type value live movie.,Technician,2430
Elvis,Kaufman,45097,Gregg Thomas,elvis.kaufman@bilearner.com,Resignation,At ago debate special can economy.,Laborer,2431
Rayna,Gates,45040,William Castillo,rayna.gates@bilearner.com,Retirement,Leader specific wife appear art they.,Shop,2432
Darryl,Wiley,44776,Edwin Freeman,darryl.wiley@bilearner.com,Retirement,Game play arm argue blood try here.,Project Manager,2433
Liam,Blevins,45053,Melissa Rice,liam.blevins@bilearner.com,Involuntary,Dog dark piece where ask low away.,Foreman,2434
Easton,Zavala,45006,Gina Dillon,easton.zavala@bilearner.com,Involuntary,Unit begin commercial wish financial care.,Planner,2435
Susan,Wiggins,45032,Anna Garcia,susan.wiggins@bilearner.com,Voluntary,Result so show improve. Leg message cup else.,Driller,2436
Alison,Evans,44864,Christopher Mccann,alison.evans@bilearner.com,Voluntary,Nation you bad daughter only huge them.,Mechanic,2437
Larissa,Garza,45099,Sandra Manning,larissa.garza@bilearner.com,Resignation,Would assume boy show newspaper.,Vp,2442
Devan,Hall,44937,Wendy James,devan.hall@bilearner.com,Involuntary,Every year particular mouth.,Manager,2446
Jensen,Mccullough,44626,Eric Miller,jensen.mccullough@bilearner.com,Voluntary,Interest again main describe end charge.,Administrative,2447
Kristin,Hickman,44269,Doris Boyd,kristin.hickman@bilearner.com,Voluntary,Hard thousand fund follow take want full.,Specialist,2448
Chana,Fox,44387,Desiree Blair,chana.fox@bilearner.com,Retirement,Authority be bank.,Lineman,2449
Vivian,Bright,44828,Angela Chapman,vivian.bright@bilearner.com,Resignation,Prove group type several wife those question.,Lineman,2450
Angelica,Gamble,44644,Robert Conway,angelica.gamble@bilearner.com,Voluntary,Fund season forward just.,Technician,2458
Bradyn,Pham,44371,Sarah Kennedy,bradyn.pham@bilearner.com,Retirement,Type by way so firm high building.,Laborer,2459
Konner,Pierce,44953,Kathryn Chen,konner.pierce@bilearner.com,Retirement,Recently five outside class term.,Controller,2460
Lainey,York,44223,Miranda Webb,lainey.york@bilearner.com,Voluntary,Claim serve PM camera else.,Foreman,2462
Callum,Miles,44373,Heidi Mann,callum.miles@bilearner.com,Retirement,Site least knowledge right every.,Laborer,2465
Natasha,Valdez,44948,Matthew Hull,natasha.valdez@bilearner.com,Voluntary,Sense activity son. One radio Mr method shoulder.,Engineer,2466
Talia,Barrett,45100,Ryan Wise,talia.barrett@bilearner.com,Involuntary,Change hundred despite get sit agent discuss.,Engineer,2467
Uriah,Pennington,45099,Heather Liu,uriah.pennington@bilearner.com,Involuntary,Clearly really poor story health air particular.,Supervisor,2469
Anastasia,Hardy,44735,Alexa Powell,anastasia.hardy@bilearner.com,Involuntary,Ability project political animal.,Administrative,2473
Aliana,Blake,45079,Amber Ross,aliana.blake@bilearner.com,Involuntary,Technology eight stage hold chance after police.,Technician,2474
Houston,Burnett,44912,Gabriel Fitzgerald,houston.burnett@bilearner.com,Retirement,Finish sense money public debate field professor.,Splicer,2475
Case,Conley,45098,Ryan Thompson,case.conley@bilearner.com,Voluntary,Yard charge week wait address.,Runner,2476
Mireya,Sutton,45063,Edward Ross,mireya.sutton@bilearner.com,Involuntary,Material role once lawyer phone turn company.,Laborer,2479
Eric,Dougall,44732,Erin Jones,eric.dougall@bilearner.com,Voluntary,Particularly box maybe.,Manager,2482
Alex,Sweetwater,44447,Regina Becker,alex.sweetwater@bilearner.com,Retirement,Price card crime. Beautiful travel world treat.,Supervisor,2485
Braedon,Welch,44839,Angela Mcdonald,braedon.welch@bilearner.com,Resignation,Follow fact investment.,Tower Hand,2488
Connor,Carrillo,45106,Thomas Green,connor.carrillo@bilearner.com,Retirement,Small phone project life realize.,Driller,2493
Owen,Burch,44875,Dawn Foley,owen.burch@bilearner.com,Retirement,Away manage guess gun old.,Laborer,2494
Abel,Bush,44983,John Jones,abel.bush@bilearner.com,Resignation,Method hundred lawyer feel interesting.,Engineer,2495
Selina,Mullins,45012,Brian Thompson,selina.mullins@bilearner.com,Retirement,Reduce evidence policy clear nothing at.,Operator,2496
Marilyn,Chaney,44782,Angel Howard,marilyn.chaney@bilearner.com,Voluntary,Kind produce join effect.,Technician,2497
Camron,Keller,43911,Joseph Bowen,camron.keller@bilearner.com,Involuntary,Brother election movie born enough.,Foreman,2498
Ali,Benjamin,45086,Micheal Moreno,ali.benjamin@bilearner.com,Resignation,Girl foreign would simple believe.,Manager,2499
Ally,Goodman,44590,Sean Wong,ally.goodman@bilearner.com,Voluntary,Determine yes action college.,Clerk,2503
Adalyn,Hess,44940,Kimberly Moore,adalyn.hess@bilearner.com,Resignation,Space west energy week our federal operation.,Foreman,2507
Madeleine,Paul,44485,Abigail Reynolds,madeleine.paul@bilearner.com,Involuntary,Resource concern production level good happy.,Engineer,2509
Ronald,Lamb,44981,Mitchell Oliver,ronald.lamb@bilearner.com,Retirement,Radio fight consumer senior traditional himself.,Lineman,2510
Ernesto,Beltran,44969,Edwin Sparks,ernesto.beltran@bilearner.com,Involuntary,Show step student add. Name deal take last.,Technician,2511
Lawrence,Obrien,45071,Pamela Robbins,lawrence.obrien@bilearner.com,Retirement,May dream may apply involve natural.,Laborer,2512
Trinity,Estes,44608,Laura Goodman,trinity.estes@bilearner.com,Involuntary,Fine father forget two pay sort before dinner.,Engineer,2513
Alina,Benson,44951,Mario Ellis,alina.benson@bilearner.com,Retirement,Carry threat by whose ok grow information.,Laborer,2517
Rebekah,Delacruz,44773,Christina Barnes,rebekah.delacruz@bilearner.com,Voluntary,Behind person those information road.,Laborer,2518
Zaniyah,Parks,44509,Jeffrey Santana,zaniyah.parks@bilearner.com,Voluntary,Difference wide news north we.,Driller,2522
Larry,Novak,45109,Zachary Higgins,larry.novak@bilearner.com,Retirement,Executive might picture speech light.,Lineman,2525
Rigoberto,Allen,45052,Melvin Mitchell,rigoberto.allen@bilearner.com,Retirement,Southern alone father state.,Coordinator,2528
Hana,Lucero,45114,Mr. John Long,hana.lucero@bilearner.com,Retirement,Scientist strong team civil quality.,Attendant,2530
Luciana,Gill,45136,Mary Thomas,luciana.gill@bilearner.com,Voluntary,Open several spring mouth.,Manager,2531
Iyana,Benjamin,44339,Scott Moore,iyana.benjamin@bilearner.com,Retirement,Manager since future contain play.,Coordinator,2534
Antoine,Haney,45048,David Roberts,antoine.haney@bilearner.com,Resignation,Well energy step may.,Engineer,2535
Darien,Sawyer,45084,James Bradley,darien.sawyer@bilearner.com,Involuntary,Positive might religious mouth else.,Tower Hand,2537
London,Bautista,44936,Caroline Brooks,london.bautista@bilearner.com,Resignation,Actually not sell one.,Svp,2540
Ernest,Finley,44277,Kenneth Berry,ernest.finley@bilearner.com,Resignation,First peace oil more last us. Front product many.,Operator,2543
Wade,Hernandez,45119,Julie Howard,wade.hernandez@bilearner.com,Voluntary,Black civil room chance. This mind find adult.,Laborer,2544
Luz,Garza,44385,Brittany Johnson,luz.garza@bilearner.com,Resignation,Win onto effect security instead.,Manager,2548
Beckett,Beck,44503,Mark Cole,beckett.beck@bilearner.com,Involuntary,Market remember too less bring simple sort.,Flagger,2550
Coby,Giles,45109,Edwin Chen,coby.giles@bilearner.com,Voluntary,Will low work decade site.,Manager,2551
Ralph,Barrera,44944,William Brown,ralph.barrera@bilearner.com,Resignation,Wife send office ball yourself it lot.,Laborer,2553
Shania,Caldwell,45055,Dylan Brown,shania.caldwell@bilearner.com,Voluntary,Do month risk college detail.,Engineer,2554
Colby,Horne,44329,Victoria Munoz,colby.horne@bilearner.com,Resignation,Mr opportunity dinner chance common.,Foreman,2555
Kaiden,Cunningham,44711,John Smith,kaiden.cunningham@bilearner.com,Voluntary,Develop together popular be.,Manager,2556
Maeve,Gordon,44557,Ernest Jones,maeve.gordon@bilearner.com,Involuntary,Kid actually Congress computer season behind.,Operator,2558
Nathan,Schmitt,44405,Sarah Campbell,nathan.schmitt@bilearner.com,Voluntary,According maintain president start upon evening.,Vp,2560
Angelique,Cochran,44991,Benjamin Mcdonald,angelique.cochran@bilearner.com,Retirement,Suffer arm security about control with.,Technician,2562
Deandre,Oneal,43891,Brian Mueller,deandre.oneal@bilearner.com,Voluntary,Finish law price under.,Flagger,2564
Sylvia,Price,45133,Christy Cunningham,sylvia.price@bilearner.com,Voluntary,Dream quickly relationship involve enough name.,Foreman,2567
Emerson,Grimes,44561,Mrs. Debra Flynn,emerson.grimes@bilearner.com,Retirement,Anything human medical offer dinner hard by.,Laborer,2569
Ayden,Wu,45067,Tamara Adkins,ayden.wu@bilearner.com,Voluntary,War model build important determine.,Laborer,2570
Hayley,Keller,44812,Megan Hart,hayley.keller@bilearner.com,Retirement,Maintain which memory born.,Technician,2571
Alannah,Rivas,45042,Stacy Lopez,alannah.rivas@bilearner.com,Resignation,Lawyer suggest cultural blue yes camera daughter.,Technician,2572
Jessica,Bunbury,44985,Keith Adams,jessica.bunbury@bilearner.com,Voluntary,Decide cut camera conference last size will.,Laborer,2573
Giovanni,Leruth,44977,Travis Davenport,giovanni.leruth@bilearner.com,Involuntary,House seven human available.,Engineer,2574
Ricardo,Gonzales,44956,Patricia Norris,ricardo.gonzales@bilearner.com,Retirement,Establish fear recently owner.,Splicer,2575
Caitrin,Strong,44270,Patrick Patterson,caitrin.strong@bilearner.com,Resignation,Doctor statement she rule order wind.,Supervisor,2576
Jenna,Dietrich,44954,Mrs. Stephanie Forbes,jenna.dietrich@bilearner.com,Voluntary,Less air right in southern it material.,Lineman,2577
Alfred,Digitale,44489,Nathan Kelly,alfred.digitale@bilearner.com,Resignation,Key whose anyone religious mother movie.,Administration,2580
Rylee,Frye,43934,Ashley Phillips,rylee.frye@bilearner.com,Involuntary,Rest society tell into ahead.,Technician,2587
Stephanie,Wilkinson,44969,Nancy Mccarthy,stephanie.wilkinson@bilearner.com,Retirement,Media move management if my.,Engineer,2590
Sage,Booker,44370,Kimberly Lee,sage.booker@bilearner.com,Voluntary,Weight join evidence oil father.,Laborer,2593
Thaddeus,Lutz,44685,Katelyn Kramer,thaddeus.lutz@bilearner.com,Voluntary,Also protect scientist. Fear result major the.,Administrative,2596
Jase,Waters,45091,Michaela Jones,jase.waters@bilearner.com,Voluntary,Very research level send picture pressure our.,Runner,2599
Anya,Baldwin,43942,Lonnie Sanders,anya.baldwin@bilearner.com,Involuntary,Glass effort however relate partner lay what.,Laborer,2601
